,/wiki/Canarian_Independent_Groups,/wiki/Confederation_of_the_Greens,/wiki/Galician_Coalition,/wiki/Galician_Nationalist_Bloc,/wiki/Galician_Socialist_Party%E2%80%93Galician_Left,/wiki/PSM%E2%80%93Nationalist_Agreement,/wiki/Progressives_for_the_Balearic_Islands,/wiki/Unity_for_the_Isles,AIC,AP,AP-PDP-PL,AP–PDP,ARM,Amaiur logo.svg,Aralar,BNG,BNG–Nós,C's,CC,CDC,CDS,CG,CHA,CUP,CiU,Compromís,Cs,DiL,EA,EE,EHB.png,ERC,ERC–CatSí,FAC,GBai,HB,ICV,IU,IU–LV,IU–UPeC,Isotipo Unidos Podemos.svg,LV,Lead,Més,NCa,NI/IC,NaBai,PA,PACMA,PAP,PAR,PCE,PDeCAT,PIB,PNV,PP,PRC,PRD,PSG–EG,PSM,PSOE,Podemos,Turnout,UCD,UIB,UPN,UPyD,UV,Unnamed: 0,Vox,date,eQuo,error,firm,size,Party_poll,Newspaper_poll,Polling_firm,Number_polling_firms
843,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,12.8,,,,,,,,,,,0.0,,,20.0,,9.9,,,,,,,,,,,,,33.6,,,,,23.7,20.0,65.2,,,,,,188,,2016-09-14,,,Simple Lógica,1046.0,False,,Simple Lógica,1
844,,,,,,,,,,,,,,,,0.0,,,0.31,,,,,,,,12.93,,,,0.82,2.71,,,,,,0.0,,,20.57,,12.8,,,,,,,,,,2.18,,1.26,33.9142,,,,,21.181,20.57,63.0,,,,,,189,,2016-09-09,,,GAD3/ABC,802.0,False,ABC,GAD3,1
845,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,14.0,,,,,,,,,,,0.0,,,20.1,,11.9,,,,,,,,,,,,,33.7,,,,,21.8,20.1,,,,,,,190,,2016-09-09,,,Invymark/laSexta,,False,laSexta,Invymark,1
846,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,12.0,,,,,,,,,,,0.0,,,21.1,,13.5,,,,,,,,,,,,,34.8,,,,,21.3,21.1,63.0,,,,,,191,,2016-09-08,,,Metroscopia/El País,1294.0,False,El País,Metroscopia,1
847,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,11.525,,,,,,,,,,,0.0,,,19.565,,12.2,,,,,,,,,,,,,34.7145,,,,,22.588,19.565,67.8,,,,,,192,,2016-09-07,,,Estudio de Sociología Consultores,1100.0,False,,Estudio de Sociología Consultores,1
848,,,,,,,,,,,,,,,,0.0,,,0.31,,,,,,,,12.13,,,,0.82,2.89,,,,,,0.0,,,20.767,,12.4,,,,,,,,,,1.98,,1.25,34.8142,,,,,22.482,20.767,60.1,,,,,,193,,2016-09-03,,,NC Report/La Razón,1000.0,False,La Razón,NC Report,1
849,,,,,,,,,,,,,,,,0.2,0.2,,0.31,,,,,,,,12.73,,,,0.82,2.59,,,,,,0.0,,,20.968,,11.7,,,,,,1.3,,,,2.08,,1.35,34.0139,,,,,22.383,20.968,61.8,,,,,,194,,2016-08-27,,,Celeste-Tel/eldiario.es,1100.0,False,eldiario.es,Celeste-Tel,1
850,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,12.3,,,,,,,,,,,0.0,,,21.3,,12.6,,,,,,,,,,,,,35.4,,,,,22.8,21.3,65.5,,,,,,195,,2016-08-10,,,Simple Lógica,1049.0,False,,Simple Lógica,1
851,,,,,,,,,,,,,,,,0.0,,,0.41,,,,,,,,12.829,,,,0.82,2.81,,,,,,0.0,,,21.071,,9.9,,,,,,,,,,2.28,,1.36,32.7137,,,,,22.886,21.071,62.4,,,,,,196,,2016-08-02,,,JM&A/Público,,False,Público,JM&A,1
852,,,,,,,,,,,,,,,,0.0,,,0.31,,,,,,,,12.33,,,,0.72,2.99,,,,,,0.0,,,21.068,,11.9,,,,,,,,,,2.08,,1.25,34.1142,,,,,22.283,21.068,61.0,,,,,,197,,2016-07-25,,,NC Report/La Razón,1000.0,False,La Razón,NC Report,1
853,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,14.1,,,,,,,,,,,0.0,,,21.6,,11.2,,,,,,,,,,,,,33.5,,,,,22.3,21.6,66.8,,,,,,198,,2016-07-15,,,Simple Lógica,1033.0,False,,Simple Lógica,1
854,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,12.027,,,,0.9,2.9,,,,,,0.0,,,19.663,,9.4,,,,,,,,,,1.7,,1.2,32.514,,,,,23.191,19.663,,,,,,,199,,2016-07-11,,,CIS,2479.0,False,,CIS,1
855,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,11.7,,,,,,,,,,,0.0,,,21.2,,11.1,,,,,,,,,,,,,33.6,,,,,22.5,21.2,,,,,,,200,,2016-07-01,,,Invymark/laSexta,,False,laSexta,Invymark,1
859,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.1,,,,,,,,,,,,,5.3,,,,,5.2,,,,,,,,,,,,1.7,37.5,,,,,42.7,0.0,,,,,,,1,,2004-03-14,,,Sigma Dos/Antena 3,,False,Antena 3,Sigma Dos,1
860,,,,0.93,,,,,,,,,,,,1.96,,,,,,,,,3.31,,,,,,,,,,,,,5.46,,,,,2.5,,,,,2.36,,,,,,,1.67,38.5153,,,,,41.0152,0.0,,,,,,,2,,2004-03-14,,,Sigma Dos/Antena 3,75000.0,False,Antena 3,Sigma Dos,1
861,,,,0.93,,,0.31,,,,,,,,,1.85,,,,,,,0.3,,3.01,,,,0.41,,,,,,,,0.3,6.39,,,,,4.5,,,,,2.37,,,,,,0.21,1.46,36.915,,,,,41.4154,0.0,,,,,,,3,,2004-03-14,,,Ipsos–Eco/RTVE,210000.0,False,RTVE,Ipsos–Eco,2
862,,,,0.93,,,,,,,,,,,,0.93,,,,,,,,,3.01,,,,,,,,,,,,,6.58,,,,,2.3,,,,,2.76,,,,,,,1.57,40.6168,,,,,38.314,0.0,,,,,,,4,,2004-03-13,,,TNS Demoscopia/Tele 5,,False,Tele 5,TNS Demoscopia,1
863,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.01,,,,,,,,,,,,,6.19,,,,,1.0,,,,,,,,,,,,1.27,39.5154,,,,,40.5151,0.0,,,,,,,5,,2004-03-12,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
864,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.3,,,,,,,,,,,,,5.2,,,,,0.7,,,,,,,,,,,,1.8,40.3,,,,,39.6,0.0,,,,,,,6,,2004-03-12,,,Sigma Dos,,False,,Sigma Dos,1
865,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.3,,,,,,,,,,,,,5.3,,,,,2.8,,,,,,,,,,,,1.8,41.2,,,,,38.4,0.0,,,,,,,7,,2004-03-10,,,Sigma Dos,,False,,Sigma Dos,1
866,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,4.7,,,,,,,,,,,,,42.5174,,,,,37.8136,0.0,,,,,,,8,,2004-03-08,,,TNS Demoscopia/Tele 5,3031.0,False,Tele 5,TNS Demoscopia,1
867,,,,0.84,,,,,,,,,,,,1.9699999999999998,,,,,,,,,3.61,,,,,,,,,,,,,5.811,,,,,2.5,,,,,2.07,,,,,,,1.47,40.5161,,,,,38.014,0.0,,,,,,,9,,2004-03-07,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
868,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.8,,,,,,,,,,,,,5.8,,,,,3.5,,,,,,,,,,,,1.5,40.5,,,,,37.0,0.0,,,,,,,10,,2004-03-06,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
869,,,,1.03,,,,,,,,,,,,2.26,,,,,,,,,3.411,,,,,,,,,,,,,5.36,,,,,4.5,,,,,2.05,,,,,,,1.87,42.1168,,,,,37.6138,0.0,,,,,,,11,,2004-03-06,,,Sigma Dos/El Mundo,1000.0,False,El Mundo,Sigma Dos,1
870,,,,0.93,,,,,,,,,,,,2.0500000000000003,,,0.8,,,,,,3.411,,,,0.3,,,,,,,,0.4,6.69,,,,,5.3,,,,,1.65,,,,,,,1.77,42.9173,,,,,37.6136,0.0,74.1,,,,,,12,,2004-03-06,,,Celeste-Tel/La Razón,601.0,False,La Razón,Celeste-Tel,1
871,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,4.0,,,,,,,,,,,,1.5,41.0,,,,,37.0,0.0,,,,,,,13,,2004-03-05,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
872,,,,0.93,,,,,,,,,,,,0.93,,,,,,,,,3.511,,,,,,,,,,,,,5.98,,,,,5.7,,,,,1.55,,,,,,,1.77,42.9171,,,,,37.2135,0.0,72.1,,,,,,14,,2004-03-05,,,Celeste-Tel/La Razón,2404.0,False,La Razón,Celeste-Tel,1
873,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.5,,,,,,,,,,,,,7.0,,,,,5.0,,,,,,,,,,,,1.5,41.5,,,,,36.5,0.0,,,,,,,15,,2004-03-04,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
874,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,5.1,,,,,,,,,,,,,42.1175,,,,,37.0136,0.0,,,,,,,16,,2004-03-03,,,TNS Demoscopia/Tele 5,,False,Tele 5,TNS Demoscopia,1
875,,,,0.83,,,,,,,,,,,,1.9500000000000002,,,,,,,,,3.01,,,,,,,,,,,,,6.511,,,,,5.0,,,,,2.06,,,,,,,1.67,41.5163,,,,,36.5135,0.0,,,,,,,17,,2004-03-03,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
876,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.21,,,,,,,,,,,,,7.11,,,,,5.2,,,,,1.96,,,,,,,1.57,42.5169,,,,,37.3135,0.0,72–73,,,,,,18,,2004-03-03,,,Vox Pública/El Periódico,2071.0,True,El Periódico,Vox Pública,1
877,,,,1.4,,,,,,,,,,,,1.4,,,,,,,,,3.1,,,,,,,,,,,,,5.7,,,,,5.5,,,,,2.2,,,,,,,1.5,42.8,,,,,37.3,0.0,,,,,,,19,,2004-03-03,,,Citigate Sanchís/La Gaceta,1007.0,False,La Gaceta,Citigate Sanchís,1
878,,,,1.04,,,,,,,,,,,,1.04,,,,,,,,,3.01,,,,,,,,,,,,,6.39,,,,,2.2,,,,,2.15,,,,,,,2.17,41.4162,,,,,39.2143,0.0,,,,,,,20,,2004-03-03,,,Noxa/La Vanguardia,2200.0,False,La Vanguardia,Noxa,1
879,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.2,,,,,,,,,,,,,6.5,,,,,4.5,,,,,,,,,,,,1.7,41.0,,,,,36.5,0.0,,,,,,,21,,2004-03-02,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
880,,,,,,,,,,,,,,,,1.23,,,,,,,,,3.311,,,,,,,,,,,,,5.77,,,,,6.2,,,,,1.95,,,,,,,1.87,42.8172,,,,,36.6134,0.0,,,,,,,22,,2004-03-02,,,Sigma Dos/El Mundo,12500.0,False,El Mundo,Sigma Dos,1
881,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.2,,,,,,,,,,,,,6.5,,,,,4.0,,,,,,,,,,,,1.7,40.5,,,,,36.5,0.0,,,,,,,23,,2004-03-01,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
882,,,,0.93,,,,,,,,,,,,1.86,,,,,,,,,3.01,,,,,,,,,,,,,6.311,,,,,4.0,,,,,1.97,,,,,,,1.77,42.0168,,,,,38.0134,0.0,,,,,,,24,,2004-03-01,,,Opina/El País,4000.0,False,El País,Opina,1
883,,,,1.03,,,,,,,,,,,,2.05,,,,,,,,,3.51,,,,,,,,,,,,,7.012,,,,,4.0,,,,,1.56,,,,,,,1.57,40.5164,,,,,36.5138,0.0,,,,,,,25,,2004-02-29,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
884,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.4,,,,,,,,,,,,,6.5,,,,,3.9,,,,,,,,,,,,1.4,41.317,,,,,37.4131,0.0,,,,,,,26,,2004-02-29,,,Ipsos–Eco/Prensa Ibérica,,False,Prensa Ibérica,Ipsos–Eco,2
885,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.2,,,,,,,,,,,,,5.6,,,,,7.6,,,,,,,,,,,,2.1,44.4,,,,,36.8,0.0,,,,,,,27,,2004-02-29,,,Citigate Sanchís/La Gaceta,,False,La Gaceta,Citigate Sanchís,1
886,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.8,,,,,,,,,,,,,6.5,,,,,4.5,,,,,,,,,,,,1.6,41.0,,,,,36.5,0.0,,,,,,,28,,2004-02-28,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
887,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.81,,,,,,,,,,,,,6.41,,,,,5.0,,,,,,,,,,,,1.66,41.5166,,,,,36.5136,0.0,,,,,,,29,,2004-02-27,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
888,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,2.9,,,,,,,,,,,,,40.4,,,,,37.5,0.0,,,,,,,30,,2004-02-27,,,Atento STC/Expansión,,False,Expansión,Atento STC,1
889,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.01,,,,,,,,,,,,,6.01,,,,,5.0,,,,,,,,,,,,1.56,41.5166,,,,,36.5136,0.0,,,,,,,31,,2004-02-26,,,Opina/Cadena SER,3000.0,False,Cadena SER,Opina,1
890,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,32,,2004-02-26,,,Infortécnica,4656.0,False,,Infortécnica,1
891,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.6,,,,,,,,,,,,,5.8,,,,,7.5,,,,,,,,,,,,1.4,43.3,,,,,35.8,0.0,,,,,,,33,,2004-02-25,,,Sigma Dos/Antena 3,,False,Antena 3,Sigma Dos,1
892,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.911,,,,,,,,,,,,,5.46,,,,,6.1,,,,,,,,,,,,1.88,42.217,,,,,36.1141,0.0,,,,,,,34,,2004-02-25,,,Celeste-Tel/La Razón,,False,La Razón,Celeste-Tel,1
893,,,,0.93,,,,,,,,,,,,1.9500000000000002,,,0.5,,,,,,3.11,,,,0.41,,,,,,,,0.31,7.08,,,,,5.0,,,,,2.16,,,,,,,1.57,42.2174,,,,,37.2133,0.0,68–70,,,,,,35,,2004-02-25,,,TNS Demoscopia/Vocento,12760.0,False,Vocento,TNS Demoscopia,1
894,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.2,,,,,,,,,,,,,6.1,,,,,8.8,,,,,,,,,,,,1.5,43.9,,,,,35.1,0.0,69.1,,,,,,36,,2004-02-20,,,Gallup,2036.0,False,,Gallup,1
895,,,,0.94,,,,,,,,,,,,2.16,,,0.7,,,,,,3.411,,,,0.2,,,0.41,,,,,0.2,5.87,,,,,5.8,,,,,2.15,,,,,,,1.97,42.017,,,,,36.2131,0.0,70–72,,,,,,37,,2004-02-16,,,Metra Seis/Colpisa,5200.0,False,Colpisa,Metra Seis,1
896,,,,1.03,,,,,,,,,,,,2.26,,,,,,,,,3.712,,,,0.31,,,,,,,,0.51,6.61,,,,,6.7,,,,,1.96,,,,,,,1.87,42.2176,,,,,35.5131,0.0,75.1,,,,,,38,,2004-02-15,,,CIS,24109.0,False,,CIS,1
897,,,,0.94,,,,,,,,,,,,0.94,,,,,,,,,2.89,,,,,,,,,,,,,5.89,,,,,4.0,,,,,2.06,,,,,,,2.28,42.6164,,,,,38.6138,0.0,,,,,,,39,,2004-02-12,,,Noxa/La Vanguardia,1800.0,False,La Vanguardia,Noxa,1
898,,,,,,,,,,,,,,,,0.0,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,2.0,41.0,,,,,38.0,0.0,,,,,,,40,,2004-02-11,,,Opina/Cadena SER,1000.0,False,Cadena SER,Opina,1
899,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.8,,,,,,,,,,,,,5.2,,,,,8.1,,,,,,,,,,,,1.6,43.5,,,,,35.4,0.0,,,,,,,41,,2004-02-10,,,Sigma Dos/Antena 3,1000.0,False,Antena 3,Sigma Dos,1
900,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.912,,,,,,,,,,,,,5.45,,,,,8.1,,,,,,,,,,,,1.88,43.9175,,,,,35.8136,0.0,,,,,,,42,,2004-02-08,,,Celeste-Tel/La Razón,,False,La Razón,Celeste-Tel,1
901,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.6,,,,,,,,,,,,,5.6,,,,,9.5,,,,,,,,,,,,1.5,44.3,,,,,34.8,0.0,,,,,,,43,,2004-02-08,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
902,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,2.0,41.0,,,,,37.0,0.0,,,,,,,44,,2004-01-31,,,Opina/Cadena SER,1000.0,False,Cadena SER,Opina,1
903,,,,1.35,,,,,,,,,,,,2.37,,,,,,,,,3.512,,,,,,,0.82,,,,,0.51,5.58,,,,,5.5,,,,,1.54,,,,,,,1.57,42.5171,,,,,37.0135,0.0,,,,,,,45,,2004-01-25,,,Opina/El País,3000.0,False,El País,Opina,1
904,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.3,,,,,,,,,,,,,6.7,,,,,5.7,,,,,,,,,,,,1.7,41.9,,,,,36.2,0.0,68.3,,,,,,46,,2004-01-22,,,Gallup,2028.0,False,,Gallup,1
905,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.01,,,,,,,,,,,,,5.58,,,,,5.0,,,,,,,,,,,,1.57,43.017,,,,,38.0138,0.0,,,,,,,47,,2004-01-21,,,Vox Pública/El Periódico,1501.0,True,El Periódico,Vox Pública,1
906,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.5,,,,,,,,,,,,,4.5,,,,,4.0,,,,,,,,,,,,1.5,42.0,,,,,38.0,0.0,,,,,,,48,,2004-01-16,,,Opina/Cadena SER,1000.0,False,Cadena SER,Opina,1
907,,,,1.04,,,,,,,,,,,,1.04,,,,,,,,,3.01,,,,,,,,,,,,,7.211,,,,,6.1,,,,,1.43,,,,,,,2.19,42.6174,,,,,36.5137,0.0,,,,,,,49,,2004-01-09,,,Noxa/La Vanguardia,1000.0,False,La Vanguardia,Noxa,1
908,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.8,,,,,,,,,,,,,6.2,,,,,10.7,,,,,,,,,,,,1.3,44.6,,,,,33.9,0.0,,,,,,,50,,2004-01-04,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
909,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.5,,,,,,,,,,,,,6.0,,,,,2.0,,,,,,,,,,,,2.0,42.0,,,,,40.0,0.0,,,,,,,51,,2004-01-02,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
910,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.6,,,,,,,,,,,,,6.1,,,,,8.9,,,,,,,,,,,,1.6,44.1,,,,,35.2,0.0,70.0,,,,,,52,,2003-12-19,,,Gallup,2025.0,False,,Gallup,1
911,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.6,,,,,,,,,,,,,5.9,,,,,7.5,,,,,,,,,,,,2.0,43.0,,,,,35.5,0.0,,,,,,,53,,2003-12-07,,,Celeste-Tel/La Razón,,False,La Razón,Celeste-Tel,1
912,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.9,,,,,,,,,,,,,6.1,,,,,11.1,,,,,,,,,,,,1.5,44.8,,,,,33.7,0.0,,,,,,,54,,2003-12-07,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
913,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,5.5,,,,,3.0,,,,,,,,,,,,2.0,42.0,,,,,39.0,0.0,,,,,,,55,,2003-12-07,,,Opina/El País,1000.0,False,El País,Opina,1
914,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.114,,,,,,,,,,,,,6.38,,,,,11.4,,,,,,,,,,,,1.47,44.5178,,,,,33.1121,0.0,,,,,,,56,,2003-12-05,,,Metra Seis/Colpisa,,False,Colpisa,Metra Seis,1
915,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.5,,,,,,,,,,,,,6.7,,,,,6.8,,,,,,,,,,,,1.6,43.3,,,,,36.5,0.0,70.5,,,,,,57,,2003-11-25,,,Gallup,2032.0,False,,Gallup,1
916,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,2.0,42.0,,,,,39.0,0.0,,,,,,,58,,2003-11-19,,,Opina/Cadena SER,1000.0,False,Cadena SER,Opina,1
917,,,,,,,,,,,,,,,,1.3,,,,,,,,,4.0,,,,,,,,,,,,,5.9,,,,,7.7,,,,,,,,,,,,1.4,42.4,,,,,34.7,0.0,,,,,,,59,,2003-10-31,,,CIS,2488.0,False,,CIS,1
918,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.4,,,,,,,,,,,,,6.2,,,,,5.6,,,,,,,,,,,,1.6,42.4,,,,,36.8,0.0,69.9,,,,,,60,,2003-10-22,,,Gallup,2016.0,False,,Gallup,1
919,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.8,,,,,,,,,,,,,6.4,,,,,9.5,,,,,,,,,,,,1.5,43.8,,,,,34.3,0.0,,,,,,,61,,2003-10-02,,,Intercampo/GETS,1714.0,False,GETS,Intercampo,1
920,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,5.1,,,,,8.5,,,,,,,,,,,,1.4,43.8,,,,,35.3,0.0,,,,,,,62,,2003-09-28,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
921,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,6.5,,,,,3.0,,,,,,,,,,,,2.0,42.0,,,,,39.0,0.0,,,,,,,63,,2003-09-24,,,Opina/Cadena SER,1000.0,False,Cadena SER,Opina,1
922,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.0,,,,,,,,,,,,,6.0,,,,,7.1,,,,,,,,,,,,1.6,44.2,,,,,37.1,0.0,,,,,,,64,,2003-09-24,,,Vox Pública/El Periódico,1502.0,True,El Periódico,Vox Pública,1
923,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.5,,,,,,,,,,,,,7.2,,,,,7.7,,,,,,,,,,,,1.6,43.0,,,,,35.3,0.0,71.2,,,,,,65,,2003-09-24,,,Gallup,2027.0,False,,Gallup,1
924,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,2.0,42.0,,,,,39.0,0.0,,,,,,,66,,2003-09-10,,,Opina/Cadena SER,1000.0,False,Cadena SER,Opina,1
925,,,,,,,,,,,,,,,,0.0,,,,,,,,,5.5,,,,,,,,,,,,,6.5,,,,,4.0,,,,,,,,,,,,1.8,42.0,,,,,38.0,0.0,,,,,,,67,,2003-09-07,,,Opina/El País,1000.0,False,El País,Opina,1
926,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.7,,,,,,,,,,,,,5.9,,,,,7.9,,,,,,,,,,,,1.9,43.2,,,,,35.3,0.0,,,,,,,68,,2003-09-07,,,Celeste-Tel/La Razón,,False,La Razón,Celeste-Tel,1
927,,,,,,,,,,,,,,,,0.0,,,,,,,,,5.0,,,,,,,,,,,,,6.0,,,,,3.0,,,,,,,,,,,,2.0,42.0,,,,,39.0,0.0,,,,,,,69,,2003-09-02,,,Opina/Cadena SER,1000.0,False,Cadena SER,Opina,1
928,,,,,,,,,,,,,,,,0.0,,,,,,,,,5.5,,,,,,,,,,,,,6.5,,,,,3.0,,,,,,,,,,,,2.0,42.0,,,,,39.0,0.0,,,,,,,70,,2003-08-27,,,Opina/Cadena SER,1000.0,False,Cadena SER,Opina,1
929,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.7,,,,,,,,,,,,,5.4,,,,,7.1,,,,,,,,,,,,1.5,43.6,,,,,36.5,0.0,70.2,,,,,,71,,2003-08-18,,,Gallup,2026.0,False,,Gallup,1
930,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.4,,,,,,,,,,,,,5.9,,,,,5.5,,,,,,,,,,,,1.4,42.9,,,,,37.4,0.0,70.7,,,,,,72,,2003-07-24,,,Gallup,2032.0,False,,Gallup,1
931,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.9,,,,,,,,,,,,,5.6,,,,,6.9,,,,,,,,,,,,1.5,42.8,,,,,35.9,0.0,,,,,,,73,,2003-07-20,,,Sigma Dos/El Mundo,,False,El Mundo,Sigma Dos,1
932,,,,,,,,,,,,,,,,1.5,,,,,,,,,3.8,,,,,,,,,,,,,6.3,,,,,6.0,,,,,,,,,,,,1.2,41.2,,,,,35.2,0.0,,,,,,,74,,2003-07-08,,,CIS,2476.0,False,,CIS,1
933,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.3,,,,,,,,,,,,,4.4,,,,,9.7,,,,,,,,,,,,1.3,43.6,,,,,33.9,0.0,,,,,,,75,,2003-07-06,,,Ibecom/La Razón,,False,La Razón,Ibecom,1
934,,,,,,,,,,,,,,,,0.0,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,1.0,,,,,,,,,,,,2.0,40.0,,,,,39.0,0.0,,,,,,,76,,2003-07-01,,,Opina/Cadena SER,1000.0,False,Cadena SER,Opina,1
935,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,6.2,,,,,7.2,,,,,,,,,,,,1.6,42.6,,,,,35.4,0.0,,,,,,,77,,2003-06-26,,,Sigma Dos/El Mundo,1000.0,False,El Mundo,Sigma Dos,1
936,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.1,,,,,,,,,,,,,5.9,,,,,4.1,,,,,,,,,,,,1.2,41.6,,,,,37.5,0.0,,,,,,,78,,2003-06-25,,,Vox Pública/El Periódico,1502.0,True,El Periódico,Vox Pública,1
937,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.2,,,,,,,,,,,,,7.4,,,,,3.5,,,,,,,,,,,,1.2,40.7,,,,,37.2,0.0,75.1,,,,,,79,,2003-06-20,,,Gallup,2024.0,False,,Gallup,1
938,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.5,,,,,,,,,,,,,4.5,,,,,3.0,,,,,,,,,,,,2.0,42.0,,,,,39.0,0.0,,,,,,,80,,2003-06-11,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
939,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,,Tie,,,,,,,,,,,,2.0,41.0,,,,,41.0,0.0,,,,,,,81,,2003-05-28,,,Opina/Cadena SER,,False,Cadena SER,Opina,1
940,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.9,,,,,,,,,,,,,6.8,,,,,0.4,,,,,,,,,,,,1.4,38.4,,,,,38.8,0.0,73.4,,,,,,82,,2003-05-26,,,Gallup,2026.0,False,,Gallup,1
942,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,Tie,,,,,,,,,,,,1.8,39.0,,,,,39.0,0.0,,,,,,,84,,2003-05-15,,,Opina/Cadena SER,1000.0,False,Cadena SER,Opina,1
